session_id,timestamp,email,password,mouse_movements,time_to_submit,honeypot_filled,honeypot_total_length,keystrokes,focus_events,paste_events,email_length,password_length,cookies_enabled,is_attack,attack_type
session_004209,2026-01-22T22:59:33.979077,user4209@gmail.com,***,22,13.96,0,0,36,3,0,18,13,1,0,legitimate
session_004210,2026-02-02T22:59:33.979077,bot4210@automated.com,botpass4478,0,0.12,1,21,0,0,1,21,11,1,1,bot
session_004211,2026-01-31T22:59:33.979077,bot4211@automated.com,botpass6027,0,0.3,1,21,0,0,1,21,11,1,1,bot
session_004212,2026-01-17T22:59:33.979077,user4212@yahoo.com,***,26,2.2,0,0,35,9,0,18,16,1,0,legitimate
session_004213,2026-02-01T22:59:33.979077,user4213@gmail.com,***,46,4.81,0,0,41,9,1,18,16,1,0,legitimate
session_004214,2026-01-20T22:59:33.979077,admin' UNION SELECT,,3,1.35,0,0,8,0,0,19,0,1,1,sql_injection
session_004215,2026-01-11T22:59:33.979077,user4215@outlook.com,***,49,11.78,0,0,37,6,0,20,9,1,0,legitimate
session_004216,2026-02-03T22:59:33.979077,"'""><script>alert(String.fromCharCode(88,83,83))</script>",,2,0.85,0,0,56,0,1,56,0,1,1,xss
session_004217,2026-01-11T22:59:33.979077,test,pass277,0,0.34,0,0,4,2,0,4,7,1,1,brute_force
session_004218,2026-01-22T22:59:33.979077,administrator,pass105,1,0.64,0,0,4,1,0,13,7,1,1,brute_force
session_004219,2026-02-03T22:59:33.979077,user4219@yahoo.com,***,45,7.57,0,0,38,2,1,18,13,1,0,legitimate
session_004220,2026-01-30T22:59:33.979077,user4220@company.com,***,31,5.4,0,0,36,9,0,20,16,1,0,legitimate
session_004221,2026-01-27T22:59:33.979077,bot4221@automated.com,botpass7368,0,0.37,1,21,0,0,1,21,11,1,1,bot
session_004222,2026-01-19T22:59:33.979077,user4222@yahoo.com,***,6,3.43,0,0,28,6,0,18,10,1,0,legitimate
session_004223,2026-01-11T22:59:33.979077,test@test.com&& whoami,| nc -e /bin/sh,2,0.13,0,0,24,2,1,22,15,1,1,command_injection
session_004224,2026-02-05T22:59:33.979077,user4224@company.com,***,13,19.17,0,0,36,3,0,20,16,1,0,legitimate
session_004225,2026-01-29T22:59:33.979077,user4225@company.com,***,39,18.69,0,0,42,10,0,20,12,1,0,legitimate
session_004226,2026-01-15T22:59:33.979077,user4226@outlook.com,***,26,4.66,0,0,38,9,0,20,12,1,0,legitimate
session_004227,2026-01-19T22:59:33.979077,test@test.com&& whoami,&& whoami,0,0.72,0,0,11,0,1,22,9,1,1,command_injection
session_004228,2026-01-26T22:59:33.979077,test@test.com; ls -la,&& whoami,0,0.52,0,0,16,0,1,21,9,1,1,command_injection
session_004229,2026-02-01T22:59:33.979077,user4229@company.com,***,50,3.01,0,0,37,7,0,20,13,1,0,legitimate
session_004230,2026-02-04T22:59:33.979077,user4230@yahoo.com,***,38,15.62,0,0,39,6,1,18,13,1,0,legitimate
session_004231,2026-01-11T22:59:33.979077,..\..\..\windows\system32,test,2,0.68,0,0,25,0,1,25,4,1,1,path_traversal
session_004232,2026-01-13T22:59:33.979077,bot4232@automated.com,botpass8671,0,0.43,1,21,0,0,1,21,11,1,1,bot
session_004233,2026-01-18T22:59:33.979077,user4233@yahoo.com,***,33,7.25,0,0,31,2,0,18,11,1,0,legitimate
session_004234,2026-01-17T22:59:33.979077,user4234@yahoo.com,***,12,6.69,0,0,38,8,1,18,13,1,0,legitimate
session_004235,2026-02-05T22:59:33.979077,user4235@company.com,***,15,14.78,0,0,40,9,0,20,16,1,0,legitimate
session_004236,2026-01-25T22:59:33.979077,user4236@company.com,***,13,8.71,0,0,35,2,1,20,12,1,0,legitimate
session_004237,2026-02-01T22:59:33.979077,user4237@outlook.com,***,41,17.27,0,0,35,9,0,20,10,1,0,legitimate
session_004238,2026-02-07T22:59:33.979077,user4238@outlook.com,***,36,18.65,0,0,31,7,0,20,11,1,0,legitimate
session_004239,2026-02-02T22:59:33.979077,user4239@company.com,***,35,5.23,0,0,41,5,1,20,11,1,0,legitimate
session_004240,2026-01-23T22:59:33.979077,test@test.com; ls -la,`cat /etc/shadow`,1,0.42,0,0,20,2,1,21,17,1,1,command_injection
session_004241,2026-02-02T22:59:33.979077,user4241@yahoo.com,***,13,6.16,0,0,33,4,1,18,10,1,0,legitimate
session_004242,2026-02-01T22:59:33.979077,bot4242@automated.com,botpass7867,0,0.41,1,21,0,0,1,21,11,1,1,bot
session_004243,2026-02-03T22:59:33.979077,user4243@company.com,***,43,3.01,0,0,33,2,0,20,8,1,0,legitimate
session_004244,2026-01-16T22:59:33.979077,root,pass116,0,0.61,0,0,5,2,0,4,7,1,1,brute_force
session_004245,2026-01-27T22:59:33.979077,test@test.com; rm -rf /,| nc -e /bin/sh,0,0.56,0,0,21,0,1,23,15,1,1,command_injection
session_004246,2026-01-30T22:59:33.979077,' OR 1=1--,admin,1,1.07,0,0,8,0,1,10,5,1,1,sql_injection
session_004247,2026-02-01T22:59:33.979077,user4247@outlook.com,***,9,5.84,0,0,37,5,0,20,8,1,0,legitimate
session_004248,2026-02-06T22:59:33.979077,user4248@gmail.com,***,37,2.78,0,0,32,6,0,18,9,1,0,legitimate
session_004249,2026-01-09T22:59:33.979077,<svg onload=alert(1)>,test,1,0.72,0,0,21,1,1,21,4,1,1,xss
session_004250,2026-01-27T22:59:33.979077,user4250@yahoo.com,***,19,10.57,0,0,31,2,0,18,10,1,0,legitimate
session_004251,2026-02-01T22:59:33.979077,test@test.com| cat /etc/passwd,| nc -e /bin/sh,0,0.29,0,0,24,2,1,30,15,1,1,command_injection
session_004252,2026-01-26T22:59:33.979077,user4252@gmail.com,***,50,2.31,0,0,30,9,1,18,10,1,0,legitimate
session_004253,2026-01-14T22:59:33.979077,user4253@gmail.com,***,43,12.58,0,0,42,2,0,18,14,1,0,legitimate
session_004254,2026-01-31T22:59:33.979077,user4254@yahoo.com,***,10,10.12,0,0,34,5,1,18,12,1,0,legitimate
session_004255,2026-01-14T22:59:33.979077,..\..\..\windows\system32,test,0,0.48,0,0,25,0,1,25,4,1,1,path_traversal
session_004256,2026-01-31T22:59:33.979077,..\..\..\windows\system32,test,0,1.09,0,0,25,1,1,25,4,1,1,path_traversal
session_004257,2026-01-10T22:59:33.979077,user4257@outlook.com,***,22,3.29,0,0,32,4,1,20,12,1,0,legitimate
session_004258,2026-02-08T22:59:33.979077,user4258@outlook.com,***,23,6.95,0,0,33,5,0,20,13,1,0,legitimate
session_004259,2026-01-17T22:59:33.979077,user4259@outlook.com,***,37,6.73,0,0,33,7,1,20,10,1,0,legitimate
session_004260,2026-01-28T22:59:33.979077,<script>alert('XSS')</script>,,1,0.4,0,0,29,0,1,29,0,1,1,xss
session_004261,2026-01-30T22:59:33.979077,root,pass569,1,0.37,0,0,3,2,0,4,7,1,1,brute_force
session_004262,2026-01-30T22:59:33.979077,user4262@gmail.com,***,16,15.06,0,0,35,8,0,18,12,1,0,legitimate
session_004263,2026-01-22T22:59:33.979077,user4263@yahoo.com,***,24,16.79,0,0,35,7,0,18,9,1,0,legitimate
session_004264,2026-01-10T22:59:33.979077,../../../etc/passwd,test,0,0.22,0,0,19,0,1,19,4,1,1,path_traversal
session_004265,2026-01-27T22:59:33.979077,user4265@yahoo.com,***,31,11.86,0,0,30,7,0,18,9,1,0,legitimate
session_004266,2026-01-11T22:59:33.979077,user4266@yahoo.com,***,20,19.2,0,0,35,10,1,18,11,1,0,legitimate
session_004267,2026-01-12T22:59:33.979077,user4267@gmail.com,***,19,16.23,0,0,34,2,1,18,15,1,0,legitimate
session_004268,2026-01-12T22:59:33.979077,<iframe src=javascript:alert(1)>,pass,0,0.4,0,0,32,1,1,32,4,1,1,xss
session_004269,2026-02-05T22:59:33.979077,user4269@company.com,***,13,7.79,0,0,37,4,0,20,13,1,0,legitimate
session_004270,2026-01-23T22:59:33.979077,test@test.com; rm -rf /,&& whoami,0,0.35,0,0,14,0,1,23,9,1,1,command_injection
session_004271,2026-01-11T22:59:33.979077,user4271@yahoo.com,***,43,7.87,0,0,40,5,0,18,12,1,0,legitimate
session_004272,2026-01-19T22:59:33.979077,user4272@gmail.com,***,9,12.12,0,0,35,6,0,18,11,1,0,legitimate
session_004273,2026-01-30T22:59:33.979077,user4273@gmail.com,***,20,5.53,0,0,41,4,0,18,13,1,0,legitimate
session_004274,2026-01-19T22:59:33.979077,user4274@yahoo.com,***,22,11.06,0,0,35,3,1,18,11,1,0,legitimate
session_004275,2026-01-16T22:59:33.979077,administrator,pass85,1,0.77,0,0,7,1,0,13,6,1,1,brute_force
session_004276,2026-01-21T22:59:33.979077,....//....//....//etc/passwd,test,0,0.99,0,0,28,0,1,28,4,1,1,path_traversal
session_004277,2026-01-14T22:59:33.979077,' OR 1=1--,123,1,0.6,0,0,13,2,0,10,3,1,1,sql_injection
session_004278,2026-02-05T22:59:33.979077,user4278@outlook.com,***,30,11.58,0,0,40,5,0,20,12,1,0,legitimate
session_004279,2026-01-29T22:59:33.979077,user4279@gmail.com,***,39,14.6,0,0,32,9,0,18,13,1,0,legitimate
session_004280,2026-02-01T22:59:33.979077,user4280@company.com,***,38,4.48,0,0,43,9,0,20,15,1,0,legitimate
session_004281,2026-01-12T22:59:33.979077,test@test.com| nc -e /bin/sh,| cat /etc/passwd,0,0.33,0,0,25,1,1,28,17,1,1,command_injection
session_004282,2026-01-30T22:59:33.979077,user4282@yahoo.com,***,8,15.17,0,0,34,10,0,18,11,1,0,legitimate
session_004283,2026-02-03T22:59:33.979077,user4283@company.com,***,17,5.28,0,0,42,9,0,20,14,1,0,legitimate
session_004284,2026-01-09T22:59:33.979077,user4284@gmail.com,***,7,6.44,0,0,42,9,1,18,15,1,0,legitimate
session_004285,2026-01-16T22:59:33.979077,user4285@company.com,***,48,15.43,0,0,36,2,0,20,9,1,0,legitimate
session_004286,2026-01-22T22:59:33.979077,user4286@company.com,***,44,13.64,0,0,44,7,0,20,16,1,0,legitimate
session_004287,2026-02-08T22:59:33.979077,bot4287@automated.com,botpass1466,0,0.39,1,21,0,0,1,21,11,1,1,bot
session_004288,2026-01-30T22:59:33.979077,user4288@yahoo.com,***,21,4.99,0,0,26,8,0,18,8,1,0,legitimate
session_004289,2026-01-10T22:59:33.979077,user4289@company.com,***,13,17.03,0,0,40,2,1,20,15,1,0,legitimate
session_004290,2026-02-02T22:59:33.979077,<script>alert('XSS')</script>,,1,0.52,0,0,29,0,1,29,0,1,1,xss
session_004291,2026-01-29T22:59:33.979077,..\..\..\windows\system32,test,1,0.8,0,0,25,1,1,25,4,1,1,path_traversal
session_004292,2026-02-05T22:59:33.979077,bot4292@automated.com,botpass4677,0,0.35,1,21,0,0,1,21,11,1,1,bot
session_004293,2026-01-28T22:59:33.979077,../../../etc/passwd,test,1,0.24,0,0,19,0,1,19,4,1,1,path_traversal
session_004294,2026-01-20T22:59:33.979077,..\..\..\windows\system32,test,1,0.88,0,0,25,1,1,25,4,1,1,path_traversal
session_004295,2026-01-10T22:59:33.979077,<input onfocus=alert(1) autofocus>,pass,1,0.49,0,0,34,0,1,34,4,1,1,xss
session_004296,2026-01-22T22:59:33.979077,admin' OR '1'='1,123,1,0.11,0,0,20,1,0,16,3,1,1,sql_injection
session_004297,2026-01-28T22:59:33.979077,user4297@yahoo.com,***,34,2.97,0,0,39,3,1,18,15,1,0,legitimate
session_004298,2026-02-05T22:59:33.979077,../../../etc/passwd,test,2,0.65,0,0,19,0,1,19,4,1,1,path_traversal
session_004299,2026-02-08T22:59:33.979077,..\..\..\windows\system32,test,1,0.9,0,0,25,0,1,25,4,1,1,path_traversal
session_004300,2026-02-07T22:59:33.979077,../../../etc/passwd,test,1,0.44,0,0,19,1,1,19,4,1,1,path_traversal
session_004301,2026-01-30T22:59:33.979077,user4301@gmail.com,***,14,14.04,0,0,41,7,0,18,16,1,0,legitimate
session_004302,2026-01-17T22:59:33.979077,user4302@yahoo.com,***,16,13.71,0,0,28,2,1,18,8,1,0,legitimate
session_004303,2026-01-22T22:59:33.979077,user4303@gmail.com,***,19,12.62,0,0,30,6,0,18,11,1,0,legitimate
session_004304,2026-01-18T22:59:33.979077,bot4304@automated.com,botpass6843,0,0.47,1,21,0,0,1,21,11,1,1,bot
session_004305,2026-01-12T22:59:33.979077,user4305@gmail.com,***,17,13.63,0,0,37,5,0,18,9,1,0,legitimate
session_004306,2026-01-20T22:59:33.979077,admin'/*,test,0,0.58,1,8,13,2,0,8,4,1,1,sql_injection
session_004307,2026-01-25T22:59:33.979077,user4307@gmail.com,***,42,18.07,0,0,34,6,0,18,15,1,0,legitimate
session_004308,2026-01-23T22:59:33.979077,user4308@outlook.com,***,16,15.16,0,0,39,5,0,20,15,1,0,legitimate
session_004309,2026-01-12T22:59:33.979077,user4309@gmail.com,***,23,9.89,0,0,28,9,1,18,8,1,0,legitimate
session_004310,2026-01-09T22:59:33.979077,..%2F..%2F..%2Fetc%2Fpasswd,test,1,0.41,0,0,27,0,1,27,4,1,1,path_traversal
session_004311,2026-01-15T22:59:33.979077,admin' OR '1'='1'--,admin,1,0.83,0,0,10,0,0,19,5,1,1,sql_injection
session_004312,2026-01-11T22:59:33.979077,<img src=x onerror=alert(1)>,pass,2,0.65,0,0,28,1,1,28,4,1,1,xss
session_004313,2026-01-26T22:59:33.979077,bot4313@automated.com,botpass5534,0,0.45,1,21,0,0,1,21,11,1,1,bot
session_004314,2026-01-29T22:59:33.979077,user4314@outlook.com,***,50,7.0,0,0,38,10,0,20,13,1,0,legitimate
session_004315,2026-01-29T22:59:33.979077,user4315@company.com,***,46,17.46,0,0,37,9,1,20,15,1,0,legitimate
session_004316,2026-01-14T22:59:33.979077,user4316@yahoo.com,***,12,11.03,0,0,40,8,0,18,12,1,0,legitimate
session_004317,2026-01-11T22:59:33.979077,user4317@yahoo.com,***,20,9.07,0,0,37,5,0,18,10,1,0,legitimate
session_004318,2026-02-01T22:59:33.979077,root,pass880,1,0.92,0,0,3,1,0,4,7,1,1,brute_force
session_004319,2026-01-19T22:59:33.979077,user4319@outlook.com,***,20,5.26,0,0,30,5,0,20,9,1,0,legitimate
session_004320,2026-01-15T22:59:33.979077,user4320@gmail.com,***,36,5.41,0,0,31,3,1,18,13,1,0,legitimate
session_004321,2026-02-02T22:59:33.979077,admin'/*,123,1,0.65,1,8,9,1,0,8,3,1,1,sql_injection
session_004322,2026-01-10T22:59:33.979077,user4322@outlook.com,***,22,8.39,0,0,34,6,1,20,13,1,0,legitimate
session_004323,2026-02-07T22:59:33.979077,user4323@gmail.com,***,24,18.12,0,0,37,10,0,18,13,1,0,legitimate
session_004324,2026-02-07T22:59:33.980077,user4324@company.com,***,26,13.37,0,0,45,5,0,20,15,1,0,legitimate
session_004325,2026-01-21T22:59:33.980077,user4325@outlook.com,***,11,17.26,0,0,36,7,0,20,11,1,0,legitimate
session_004326,2026-01-27T22:59:33.980077,user4326@company.com,***,48,10.02,0,0,30,6,0,20,9,1,0,legitimate
session_004327,2026-01-15T22:59:33.980077,user4327@gmail.com,***,26,5.27,0,0,39,2,0,18,13,1,0,legitimate
session_004328,2026-02-06T22:59:33.980077,user4328@gmail.com,***,44,6.43,0,0,29,4,0,18,9,1,0,legitimate
session_004329,2026-01-16T22:59:33.980077,user4329@yahoo.com,***,6,12.53,0,0,35,6,0,18,8,1,0,legitimate
session_004330,2026-01-25T22:59:33.980077,user4330@gmail.com,***,39,11.83,0,0,37,6,1,18,14,1,0,legitimate
session_004331,2026-02-08T22:59:33.980077,user4331@gmail.com,***,7,2.88,0,0,34,7,1,18,10,1,0,legitimate
session_004332,2026-02-03T22:59:33.980077,....//....//....//etc/passwd,test,1,1.06,0,0,28,1,1,28,4,1,1,path_traversal
session_004333,2026-02-03T22:59:33.980077,root,pass288,0,0.97,0,0,7,0,0,4,7,1,1,brute_force
session_004334,2026-01-25T22:59:33.980077,user4334@company.com,***,37,7.47,0,0,38,6,0,20,8,1,0,legitimate
session_004335,2026-02-07T22:59:33.980077,user4335@outlook.com,***,17,13.28,0,0,33,7,0,20,13,1,0,legitimate
session_004336,2026-01-13T22:59:33.980077,admin' UNION SELECT,admin,1,1.09,1,19,16,1,1,19,5,1,1,sql_injection
session_004337,2026-01-18T22:59:33.980077,....//....//....//etc/passwd,test,0,0.37,0,0,28,1,1,28,4,1,1,path_traversal
session_004338,2026-01-14T22:59:33.980077,test,pass817,1,0.61,0,0,3,2,0,4,7,1,1,brute_force
session_004339,2026-02-03T22:59:33.980077,user4339@yahoo.com,***,40,15.98,0,0,35,5,0,18,15,1,0,legitimate
session_004340,2026-01-12T22:59:33.980077,user4340@yahoo.com,***,13,2.2,0,0,35,10,0,18,13,1,0,legitimate
session_004341,2026-02-05T22:59:33.980077,user4341@gmail.com,***,6,17.5,0,0,35,6,1,18,11,1,0,legitimate
session_004342,2026-01-30T22:59:33.980077,<img src=x onerror=alert(1)>,,1,0.56,0,0,28,0,1,28,0,1,1,xss
session_004343,2026-01-28T22:59:33.980077,user4343@gmail.com,***,17,8.26,0,0,32,9,0,18,12,1,0,legitimate
session_004344,2026-01-27T22:59:33.980077,....//....//....//etc/passwd,test,1,0.28,0,0,28,0,1,28,4,1,1,path_traversal
session_004345,2026-01-21T22:59:33.980077,user4345@company.com,***,14,13.92,0,0,41,7,0,20,15,1,0,legitimate
session_004346,2026-01-13T22:59:33.980077,test@test.com`cat /etc/shadow`,| nc -e /bin/sh,1,0.11,0,0,17,1,1,30,15,1,1,command_injection
session_004347,2026-02-03T22:59:33.980077,user4347@outlook.com,***,5,17.09,0,0,36,2,0,20,9,1,0,legitimate
session_004348,2026-02-05T22:59:33.980077,user4348@company.com,***,36,11.84,0,0,41,10,0,20,15,1,0,legitimate
session_004349,2026-01-09T22:59:33.980077,user4349@outlook.com,***,25,12.43,0,0,34,5,0,20,10,1,0,legitimate
session_004350,2026-02-06T22:59:33.980077,test,pass479,1,0.31,0,0,7,0,0,4,7,1,1,brute_force
session_004351,2026-01-11T22:59:33.980077,user4351@outlook.com,***,30,18.42,0,0,38,8,0,20,14,1,0,legitimate
session_004352,2026-01-12T22:59:33.980077,test,pass692,0,0.42,0,0,4,0,0,4,7,1,1,brute_force
session_004353,2026-01-31T22:59:33.980077,user4353@company.com,***,12,16.99,0,0,32,9,0,20,10,1,0,legitimate
session_004354,2026-01-10T22:59:33.980077,user4354@yahoo.com,***,46,4.06,0,0,35,6,0,18,11,1,0,legitimate
session_004355,2026-02-05T22:59:33.980077,user4355@company.com,***,23,14.89,0,0,38,10,0,20,15,1,0,legitimate
session_004356,2026-01-18T22:59:33.980077,user4356@company.com,***,27,5.93,0,0,34,8,0,20,12,1,0,legitimate
session_004357,2026-01-20T22:59:33.980077,bot4357@automated.com,botpass7921,0,0.3,1,21,0,0,1,21,11,1,1,bot
session_004358,2026-01-21T22:59:33.980077,user4358@yahoo.com,***,27,6.41,0,0,33,5,0,18,8,1,0,legitimate
session_004359,2026-01-24T22:59:33.980077,..\..\..\windows\system32,test,1,0.37,0,0,25,0,1,25,4,1,1,path_traversal
session_004360,2026-02-07T22:59:33.980077,<body onload=alert('XSS')>,pass,0,0.58,0,0,26,1,1,26,4,1,1,xss
session_004361,2026-01-23T22:59:33.980077,user4361@company.com,***,49,8.51,0,0,38,6,0,20,10,1,0,legitimate
session_004362,2026-01-14T22:59:33.980077,user4362@gmail.com,***,40,16.67,0,0,38,5,1,18,14,1,0,legitimate
session_004363,2026-02-03T22:59:33.980077,user4363@outlook.com,***,23,17.25,0,0,42,5,0,20,12,1,0,legitimate
session_004364,2026-02-08T22:59:33.980077,user4364@outlook.com,***,36,6.97,0,0,46,9,0,20,16,1,0,legitimate
session_004365,2026-01-19T22:59:33.980077,user4365@outlook.com,***,47,5.82,0,0,36,5,1,20,11,1,0,legitimate
session_004366,2026-01-30T22:59:33.980077,user4366@yahoo.com,***,12,7.4,0,0,39,3,0,18,16,1,0,legitimate
session_004367,2026-02-07T22:59:33.980077,user4367@company.com,***,49,19.76,0,0,34,5,0,20,13,1,0,legitimate
session_004368,2026-02-06T22:59:33.980077,user4368@yahoo.com,***,18,17.93,0,0,29,10,0,18,8,1,0,legitimate
session_004369,2026-01-22T22:59:33.980077,user4369@outlook.com,***,16,15.66,0,0,38,8,0,20,12,1,0,legitimate
session_004370,2026-01-27T22:59:33.980077,bot4370@automated.com,botpass7524,0,0.12,1,21,0,0,1,21,11,1,1,bot
session_004371,2026-01-10T22:59:33.980077,user4371@company.com,***,15,2.92,0,0,33,10,1,20,10,1,0,legitimate
session_004372,2026-01-18T22:59:33.980077,user4372@company.com,***,29,17.8,0,0,35,6,1,20,8,1,0,legitimate
session_004373,2026-01-31T22:59:33.980077,user4373@gmail.com,***,27,3.9,0,0,38,7,1,18,14,1,0,legitimate
session_004374,2026-01-27T22:59:33.980077,user4374@gmail.com,***,26,11.99,0,0,29,7,1,18,8,1,0,legitimate
session_004375,2026-01-14T22:59:33.980077,user4375@yahoo.com,***,12,10.14,0,0,33,3,0,18,13,1,0,legitimate
session_004376,2026-01-18T22:59:33.980077,user4376@outlook.com,***,40,12.13,0,0,36,4,1,20,15,1,0,legitimate
session_004377,2026-01-24T22:59:33.980077,user4377@yahoo.com,***,45,10.94,0,0,39,3,0,18,15,1,0,legitimate
session_004378,2026-01-21T22:59:33.980077,user4378@company.com,***,50,10.25,0,0,37,7,0,20,12,1,0,legitimate
session_004379,2026-01-26T22:59:33.980077,user4379@yahoo.com,***,11,4.46,0,0,41,8,0,18,15,1,0,legitimate
session_004380,2026-01-17T22:59:33.980077,<body onload=alert('XSS')>,test,1,0.91,0,0,26,0,1,26,4,1,1,xss
session_004381,2026-01-12T22:59:33.980077,user4381@company.com,***,23,8.49,0,0,37,5,0,20,9,1,0,legitimate
session_004382,2026-01-23T22:59:33.980077,test@test.com&& whoami,&& whoami,0,0.77,0,0,15,2,1,22,9,1,1,command_injection
session_004383,2026-01-27T22:59:33.980077,user4383@gmail.com,***,30,8.82,0,0,38,10,1,18,16,1,0,legitimate
session_004384,2026-01-28T22:59:33.980077,user4384@yahoo.com,***,12,15.16,0,0,31,6,0,18,8,1,0,legitimate
session_004385,2026-01-10T22:59:33.980077,user4385@yahoo.com,***,26,4.19,0,0,28,9,0,18,10,1,0,legitimate
session_004386,2026-02-02T22:59:33.980077,user4386@yahoo.com,***,29,15.6,0,0,31,7,0,18,9,1,0,legitimate
session_004387,2026-01-15T22:59:33.980077,user4387@yahoo.com,***,24,12.21,0,0,31,7,1,18,9,1,0,legitimate
session_004388,2026-01-12T22:59:33.980077,user4388@company.com,***,43,6.51,0,0,43,7,0,20,13,1,0,legitimate
session_004389,2026-01-25T22:59:33.980077,user4389@outlook.com,***,14,3.11,0,0,45,8,1,20,15,1,0,legitimate
session_004390,2026-02-04T22:59:33.980077,bot4390@automated.com,botpass8307,0,0.35,1,21,0,0,1,21,11,1,1,bot
session_004391,2026-01-21T22:59:33.980077,user4391@outlook.com,***,40,6.9,0,0,43,9,0,20,16,1,0,legitimate
session_004392,2026-01-11T22:59:33.980077,user4392@gmail.com,***,7,12.35,0,0,33,2,0,18,15,1,0,legitimate
session_004393,2026-01-16T22:59:33.980077,user4393@gmail.com,***,30,19.47,0,0,41,8,1,18,16,1,0,legitimate
session_004394,2026-02-03T22:59:33.980077,user4394@gmail.com,***,39,9.65,0,0,31,5,0,18,11,1,0,legitimate
session_004395,2026-01-28T22:59:33.980077,..\..\..\windows\system32,test,2,1.12,0,0,25,0,1,25,4,1,1,path_traversal
session_004396,2026-01-26T22:59:33.980077,test,pass293,1,0.48,0,0,7,2,0,4,7,1,1,brute_force
session_004397,2026-01-17T22:59:33.980077,user4397@outlook.com,***,48,4.52,0,0,32,2,0,20,11,1,0,legitimate
session_004398,2026-02-01T22:59:33.980077,user4398@yahoo.com,***,39,8.7,0,0,33,4,1,18,12,1,0,legitimate
session_004399,2026-02-07T22:59:33.980077,user4399@gmail.com,***,25,19.61,0,0,38,5,1,18,15,1,0,legitimate
session_004400,2026-01-23T22:59:33.980077,'; DROP TABLE users--,test,2,0.38,1,21,5,2,0,21,4,1,1,sql_injection
session_004401,2026-01-19T22:59:33.980077,user4401@outlook.com,***,49,6.36,0,0,39,4,1,20,11,1,0,legitimate
session_004402,2026-01-11T22:59:33.980077,user4402@gmail.com,***,6,17.16,0,0,29,4,1,18,8,1,0,legitimate
session_004403,2026-01-21T22:59:33.980077,user4403@gmail.com,***,7,17.55,0,0,31,2,0,18,9,1,0,legitimate
session_004404,2026-01-24T22:59:33.980077,user4404@yahoo.com,***,30,8.06,0,0,35,6,0,18,9,1,0,legitimate
session_004405,2026-01-10T22:59:33.980077,user4405@yahoo.com,***,24,15.02,0,0,34,8,0,18,10,1,0,legitimate
session_004406,2026-01-16T22:59:33.980077,user4406@yahoo.com,***,6,16.99,0,0,38,3,0,18,10,1,0,legitimate
session_004407,2026-01-12T22:59:33.980077,<img src=x onerror=alert(1)>,pass,1,0.76,0,0,28,0,1,28,4,1,1,xss
session_004408,2026-01-18T22:59:33.980077,test@test.com| nc -e /bin/sh,| nc -e /bin/sh,1,0.27,0,0,19,0,1,28,15,1,1,command_injection
session_004409,2026-01-27T22:59:33.980077,user4409@yahoo.com,***,24,18.53,0,0,31,2,1,18,13,1,0,legitimate
session_004410,2026-01-10T22:59:33.980077,bot4410@automated.com,botpass9572,0,0.17,1,21,0,0,1,21,11,1,1,bot
session_004411,2026-01-11T22:59:33.980077,user4411@company.com,***,48,6.43,0,0,33,2,0,20,8,1,0,legitimate
session_004412,2026-01-24T22:59:33.980077,bot4412@automated.com,botpass8206,0,0.43,1,21,0,0,1,21,11,1,1,bot
session_004413,2026-01-29T22:59:33.980077,user4413@yahoo.com,***,23,6.33,0,0,32,2,0,18,13,1,0,legitimate
session_004414,2026-01-10T22:59:33.980077,user4414@outlook.com,***,6,15.19,0,0,34,6,0,20,10,1,0,legitimate
session_004415,2026-02-08T22:59:33.980077,user4415@company.com,***,15,11.56,0,0,33,4,1,20,13,1,0,legitimate
session_004416,2026-01-17T22:59:33.980077,user4416@outlook.com,***,36,6.21,0,0,38,6,1,20,16,1,0,legitimate
session_004417,2026-01-25T22:59:33.980077,admin' OR '1'='1,,0,0.99,1,16,19,2,1,16,0,1,1,sql_injection
session_004418,2026-01-09T22:59:33.980077,admin,pass816,1,0.44,0,0,7,0,0,5,7,1,1,brute_force
session_004419,2026-02-08T22:59:33.980077,user4419@gmail.com,***,7,5.4,0,0,29,10,0,18,11,1,0,legitimate
session_004420,2026-01-29T22:59:33.980077,user4420@yahoo.com,***,11,7.5,0,0,34,6,0,18,14,1,0,legitimate
session_004421,2026-01-28T22:59:33.980077,test,pass115,1,0.88,0,0,4,0,0,4,7,1,1,brute_force
session_004422,2026-01-28T22:59:33.980077,user4422@outlook.com,***,27,4.32,0,0,37,7,1,20,8,1,0,legitimate
session_004423,2026-01-24T22:59:33.980077,bot4423@automated.com,botpass3009,0,0.38,1,21,0,0,1,21,11,1,1,bot
session_004424,2026-02-01T22:59:33.980077,user4424@gmail.com,***,17,7.22,0,0,30,7,0,18,10,1,0,legitimate
session_004425,2026-01-21T22:59:33.980077,user4425@company.com,***,27,4.43,0,0,37,6,0,20,13,1,0,legitimate
session_004426,2026-01-09T22:59:33.980077,user4426@outlook.com,***,13,8.99,0,0,39,10,0,20,16,1,0,legitimate
session_004427,2026-02-07T22:59:33.980077,user4427@yahoo.com,***,41,10.57,0,0,33,4,0,18,10,1,0,legitimate
session_004428,2026-01-25T22:59:33.980077,"'""><script>alert(String.fromCharCode(88,83,83))</script>",pass,2,0.41,0,0,56,1,1,56,4,1,1,xss
session_004429,2026-01-29T22:59:33.980077,user4429@outlook.com,***,22,14.88,0,0,38,2,0,20,14,1,0,legitimate
